date,part_id,category,supplier,region,demand,inventory,lead_time_days,price_usd
2021-01-29,PART_045,Sensor,SupplierA,Asia Pacific,83,4621,20,2900.94
2021-01-29,PART_046,Filter,SupplierB,Europe,49,3113,26,4206.65
2021-01-29,PART_047,Valve,SupplierD,Asia Pacific,103,5054,23,2598.57
2021-01-29,PART_048,Filter,SupplierD,Latin America,86,574,8,1946.61
2021-01-29,PART_049,Filter,SupplierA,North America,77,712,28,3090.11
2021-01-29,PART_050,Pump,SupplierD,North America,157,282,5,2367.9
2021-01-29,PART_051,Filter,SupplierB,Europe,70,367,29,1342.35
2021-01-29,PART_052,Pump,SupplierB,North America,59,3508,14,2612.74
2021-01-29,PART_053,Filter,SupplierA,North America,8,475,13,3496.22
2021-01-29,PART_054,Controller,SupplierD,Europe,59,414,3,3199.91
2021-01-29,PART_055,Valve,SupplierD,Latin America,61,433,4,755.19
2021-01-29,PART_056,Pump,SupplierD,Europe,48,2974,15,3158.26
2021-01-29,PART_057,Controller,SupplierA,Europe,59,2913,9,4927.38
2021-01-29,PART_058,Sensor,SupplierB,Latin America,44,2486,25,4306.19
2021-01-29,PART_059,Valve,SupplierD,North America,69,3864,14,2723.37
2021-01-29,PART_060,Valve,SupplierB,North America,62,556,9,2718.88
2021-01-29,PART_061,Sensor,SupplierC,Europe,73,4826,15,2145.89
2021-01-29,PART_062,Controller,SupplierD,Latin America,77,4172,26,1709.97
2021-01-29,PART_063,Controller,SupplierC,Asia Pacific,47,3100,17,1973.26
2021-01-29,PART_064,Valve,SupplierC,Latin America,21,170,7,831.75
2021-01-29,PART_065,Filter,SupplierC,Europe,66,4726,16,4418.13
2021-01-29,PART_066,Filter,SupplierD,Europe,66,4396,17,2264.58
2021-01-29,PART_067,Valve,SupplierA,Asia Pacific,72,795,13,1244.84
2021-01-29,PART_068,Pump,SupplierC,Asia Pacific,106,877,3,3835.24
2021-01-29,PART_069,Sensor,SupplierB,Latin America,69,713,6,4672.1
2021-01-29,PART_070,Filter,SupplierD,North America,26,1963,24,3310.9
2021-01-29,PART_071,Sensor,SupplierB,North America,14,162,8,4597.9
2021-01-29,PART_072,Sensor,SupplierB,North America,19,1516,15,4899.51
2021-01-29,PART_073,Valve,SupplierB,Asia Pacific,68,4250,26,2497.97
2021-01-29,PART_074,Controller,SupplierB,Europe,35,312,6,1390.46
2021-01-29,PART_075,Valve,SupplierB,Latin America,21,248,28,102.33
2021-01-29,PART_076,Filter,SupplierA,Europe,7,664,17,2464.26
2021-01-29,PART_077,Filter,SupplierA,Latin America,60,4405,20,2719.53
2021-01-29,PART_078,Filter,SupplierA,North America,70,5527,25,4429.22
2021-01-29,PART_079,Sensor,SupplierD,Asia Pacific,29,2240,13,4013.83
2021-01-29,PART_080,Filter,SupplierB,North America,39,455,29,3045.99
2021-01-29,PART_081,Valve,SupplierC,Europe,58,3133,27,4368.0
2021-01-29,PART_082,Controller,SupplierC,North America,45,3213,27,2573.83
2021-01-29,PART_083,Sensor,SupplierB,Europe,9,108,11,1237.66
2021-01-29,PART_084,Filter,SupplierD,Europe,35,405,6,2471.02
2021-01-29,PART_085,Valve,SupplierA,Asia Pacific,51,3647,23,4683.04
2021-01-29,PART_086,Filter,SupplierD,Latin America,24,560,5,1546.36
2021-01-29,PART_087,Filter,SupplierD,Europe,37,3680,17,93.09
2021-01-29,PART_088,Valve,SupplierC,Latin America,63,3472,21,1464.6
2021-01-29,PART_089,Sensor,SupplierC,Asia Pacific,59,5395,21,4392.22
2021-01-29,PART_090,Controller,SupplierD,Asia Pacific,67,1148,5,3123.72
2021-01-29,PART_091,Controller,SupplierD,Europe,44,3851,20,4769.25
2021-01-29,PART_092,Filter,SupplierB,Latin America,17,297,8,3425.97
2021-01-29,PART_093,Controller,SupplierB,Asia Pacific,7,173,3,1107.08
2021-01-29,PART_094,Pump,SupplierD,Asia Pacific,43,813,28,1824.7
2021-01-29,PART_095,Pump,SupplierD,Latin America,8,155,7,3926.79
2021-01-29,PART_096,Sensor,SupplierB,North America,76,1137,12,2789.07
2021-01-29,PART_097,Valve,SupplierC,North America,19,386,4,350.75
2021-01-29,PART_098,Filter,SupplierB,Latin America,33,641,28,871.73
2021-01-29,PART_099,Sensor,SupplierA,Asia Pacific,78,1266,7,2948.13
2021-01-29,PART_100,Controller,SupplierA,North America,16,388,6,113.89
2021-01-29,PART_101,Pump,SupplierD,North America,10,744,27,4823.29
2021-01-29,PART_102,Sensor,SupplierD,North America,40,560,4,97.29
2021-01-29,PART_103,Pump,SupplierB,Europe,35,931,8,1380.1
2021-01-29,PART_104,Filter,SupplierC,Latin America,8,201,29,1760.32
2021-01-29,PART_105,Controller,SupplierA,Asia Pacific,60,5966,19,2555.64
2021-01-29,PART_106,Filter,SupplierA,Europe,23,473,12,4837.69
2021-01-29,PART_107,Filter,SupplierA,North America,42,994,10,4374.65
2021-01-29,PART_108,Controller,SupplierD,North America,13,335,11,4071.44
2021-01-29,PART_109,Filter,SupplierD,Asia Pacific,4,114,29,1180.13
2021-01-29,PART_110,Filter,SupplierD,North America,53,1453,10,1674.5
2021-01-29,PART_111,Pump,SupplierD,Latin America,53,1467,5,4405.9
2021-01-29,PART_112,Controller,SupplierA,Europe,29,884,14,1146.94
2021-01-29,PART_113,Valve,SupplierB,Latin America,37,1034,3,2206.41
2021-01-29,PART_114,Controller,SupplierB,Europe,27,833,9,2768.39
2021-01-29,PART_115,Valve,SupplierB,Latin America,64,6347,21,731.54
2021-01-29,PART_116,Filter,SupplierD,Latin America,12,1493,22,4443.79
2021-01-29,PART_117,Controller,SupplierC,Europe,29,880,4,2808.23
2021-01-29,PART_118,Filter,SupplierC,Latin America,49,4583,21,854.14
2021-01-29,PART_119,Pump,SupplierD,Asia Pacific,76,1143,6,3391.42
2021-01-29,PART_120,Sensor,SupplierA,Europe,49,5672,24,73.87
2021-01-29,PART_121,Valve,SupplierC,Asia Pacific,10,358,11,1020.17
2021-01-29,PART_122,Valve,SupplierA,Europe,28,1008,3,2366.71
2021-01-29,PART_123,Pump,SupplierA,Latin America,34,4139,27,1310.12
2021-01-29,PART_124,Valve,SupplierA,North America,60,1442,13,3895.23
2021-01-29,PART_125,Filter,SupplierA,Asia Pacific,33,1351,11,607.84
2021-01-29,PART_126,Valve,SupplierC,Europe,11,361,5,4524.2
2021-01-29,PART_127,Filter,SupplierA,Europe,62,1490,5,2249.69
2021-01-29,PART_128,Filter,SupplierA,Asia Pacific,27,1502,17,2891.4
2021-01-29,PART_129,Sensor,SupplierB,Europe,25,1037,18,214.14
2021-01-29,PART_130,Valve,SupplierB,Latin America,29,994,17,2473.87
2021-01-29,PART_131,Pump,SupplierC,Asia Pacific,15,478,15,725.61
2021-01-29,PART_132,Pump,SupplierC,Europe,30,3467,21,1580.52
2021-01-29,PART_133,Valve,SupplierA,Europe,54,6689,22,2305.83
2021-01-29,PART_134,Controller,SupplierA,Europe,9,242,13,2570.93
2021-01-29,PART_135,Filter,SupplierC,Europe,37,1208,28,1346.77
2021-01-29,PART_136,Pump,SupplierB,Asia Pacific,36,1969,7,4087.84
2021-01-29,PART_137,Filter,SupplierD,Europe,21,4057,26,2999.3
2021-01-29,PART_138,Sensor,SupplierB,Asia Pacific,45,1347,11,1037.31
2021-01-29,PART_139,Filter,SupplierA,Asia Pacific,10,402,12,2869.06
2021-01-29,PART_140,Pump,SupplierC,North America,22,1311,10,231.25
2021-01-29,PART_141,Valve,SupplierA,Asia Pacific,63,1450,5,3616.82
2021-01-29,PART_142,Valve,SupplierC,North America,2,436,23,3408.21
2021-01-29,PART_143,Valve,SupplierB,Latin America,47,1814,3,4864.11
2021-01-29,PART_144,Filter,SupplierB,Asia Pacific,50,1582,15,3553.16
2021-01-29,PART_145,Pump,SupplierB,North America,22,864,6,2966.92
2021-01-29,PART_146,Sensor,SupplierD,North America,36,1512,12,591.5
2021-01-29,PART_147,Valve,SupplierA,Europe,14,1489,27,2655.08
2021-01-29,PART_148,Pump,SupplierA,Europe,13,487,5,3140.05
2021-01-29,PART_149,Filter,SupplierD,Europe,46,1876,7,2824.46
2021-01-29,PART_150,Valve,SupplierA,North America,64,1914,12,4187.43
2021-01-29,PART_151,Controller,SupplierB,Latin America,31,1039,13,3325.99
2021-01-29,PART_152,Sensor,SupplierB,Latin America,33,1031,29,4463.11
2021-01-29,PART_153,Filter,SupplierD,Latin America,3,433,24,4599.3
2021-01-29,PART_154,Pump,SupplierD,North America,19,649,15,2358.42
2021-01-29,PART_155,Controller,SupplierC,Europe,55,1982,6,4710.12
2021-01-29,PART_156,Filter,SupplierB,Asia Pacific,15,506,8,4735.92
2021-01-29,PART_157,Pump,SupplierC,Europe,59,1965,19,876.44
2021-01-29,PART_158,Controller,SupplierC,North America,74,1895,7,1763.12
2021-01-29,PART_159,Sensor,SupplierB,North America,36,3550,27,4457.77
2021-01-29,PART_160,Pump,SupplierB,Latin America,36,1258,5,3701.17
2021-01-29,PART_161,Valve,SupplierA,Asia Pacific,70,1817,4,3421.44
2021-01-29,PART_162,Controller,SupplierD,Asia Pacific,48,4401,27,2932.15
2021-01-29,PART_163,Controller,SupplierB,North America,4,128,28,4711.12
2021-01-29,PART_164,Valve,SupplierC,Latin America,49,1170,4,2658.04
2021-01-29,PART_165,Filter,SupplierA,Europe,21,478,14,2370.99
2021-01-29,PART_166,Pump,SupplierB,Europe,18,507,5,3587.87
2021-01-29,PART_167,Controller,SupplierC,North America,61,5535,20,4466.74
2021-01-29,PART_168,Filter,SupplierA,North America,9,278,8,4345.76
2021-01-29,PART_169,Filter,SupplierB,Asia Pacific,18,532,29,3947.66
2021-01-29,PART_170,Sensor,SupplierC,Europe,69,1244,19,2059.33
2021-01-29,PART_171,Controller,SupplierC,Latin America,30,934,11,855.67
2021-01-29,PART_172,Pump,SupplierA,Europe,12,341,7,2932.35
2021-01-29,PART_173,Valve,SupplierA,Europe,52,915,15,3351.37
2021-01-29,PART_174,Controller,SupplierB,Latin America,78,1617,28,2138.47
2021-01-29,PART_175,Valve,SupplierD,North America,82,1570,8,2710.09
2021-01-29,PART_176,Filter,SupplierC,Asia Pacific,17,390,4,4654.54
2021-01-29,PART_177,Filter,SupplierB,Latin America,23,600,14,622.18
2021-01-29,PART_178,Controller,SupplierC,Europe,44,1231,28,767.32
2021-01-29,PART_179,Valve,SupplierA,Asia Pacific,52,1468,19,1616.45
2021-01-29,PART_180,Sensor,SupplierC,Europe,52,4440,19,4768.45
2021-01-29,PART_181,Pump,SupplierC,Europe,15,254,6,4497.09
2021-01-29,PART_182,Filter,SupplierB,North America,21,475,11,2945.64
2021-01-29,PART_183,Filter,SupplierC,Latin America,44,1035,11,2203.43
2021-01-29,PART_184,Pump,SupplierC,North America,48,5127,25,3421.63
2021-01-29,PART_185,Valve,SupplierB,Asia Pacific,9,168,14,2143.67
2021-01-29,PART_186,Pump,SupplierA,Asia Pacific,23,365,8,2449.14
2021-01-29,PART_187,Filter,SupplierC,Latin America,50,3999,24,1383.11
2021-01-29,PART_188,Controller,SupplierB,Asia Pacific,18,1334,23,2286.68
2021-01-29,PART_189,Sensor,SupplierD,North America,11,1035,22,1165.51
2021-01-29,PART_190,Pump,SupplierD,Asia Pacific,39,947,17,981.6
2021-01-29,PART_191,Sensor,SupplierA,Asia Pacific,36,514,7,2834.46
2021-01-29,PART_192,Controller,SupplierA,Latin America,74,1235,9,2719.67
2021-01-29,PART_193,Valve,SupplierB,Europe,71,4808,19,809.74
2021-01-29,PART_194,Sensor,SupplierA,North America,74,4829,17,2898.47
2021-01-29,PART_195,Controller,SupplierB,Europe,68,1228,9,1766.05
2021-01-29,PART_196,Valve,SupplierD,Europe,61,4089,24,1446.44
2021-01-29,PART_197,Filter,SupplierB,Latin America,79,1326,7,3541.13
2021-01-29,PART_198,Controller,SupplierD,Europe,75,975,6,3230.44
2021-01-29,PART_199,Controller,SupplierC,Latin America,63,3398,22,1999.61
2021-01-29,PART_200,Filter,SupplierB,North America,24,1431,20,3533.19
2021-01-30,PART_001,Controller,SupplierA,Asia Pacific,91,5621,23,822.29
2021-01-30,PART_002,Filter,SupplierC,Latin America,65,4644,21,3545.66
2021-01-30,PART_003,Sensor,SupplierC,Latin America,21,1336,24,4498.41
2021-01-30,PART_004,Controller,SupplierA,Europe,31,374,4,144.26
2021-01-30,PART_005,Filter,SupplierD,North America,57,3114,25,3352.73
2021-01-30,PART_006,Valve,SupplierA,Europe,76,699,29,2055.65
2021-01-30,PART_007,Sensor,SupplierB,Latin America,64,833,12,2207.34
2021-01-30,PART_008,Filter,SupplierC,Latin America,35,374,10,2033.64
2021-01-30,PART_009,Filter,SupplierA,North America,63,598,12,1154.09
2021-01-30,PART_010,Valve,SupplierC,Latin America,53,3629,21,759.25
2021-01-30,PART_011,Pump,SupplierC,Europe,42,2240,20,748.84
2021-01-30,PART_012,Filter,SupplierC,North America,61,3538,17,960.35
2021-01-30,PART_013,Filter,SupplierC,Europe,45,2365,16,2957.79
2021-01-30,PART_014,Valve,SupplierB,North America,84,813,7,1990.32
2021-01-30,PART_015,Valve,SupplierA,North America,96,5444,25,1440.82
2021-01-30,PART_016,Valve,SupplierA,North America,12,99,4,3992.94
2021-01-30,PART_017,Pump,SupplierA,Asia Pacific,41,363,4,1531.43
2021-01-30,PART_018,Pump,SupplierA,Latin America,96,838,7,2716.84
2021-01-30,PART_019,Sensor,SupplierA,Latin America,10,480,11,4499.13
2021-01-30,PART_020,Controller,SupplierA,Latin America,69,3635,12,1043.02
2021-01-30,PART_021,Pump,SupplierD,North America,86,5196,19,3366.44
2021-01-30,PART_022,Sensor,SupplierD,North America,31,1888,27,1905.56
2021-01-30,PART_023,Valve,SupplierA,Europe,73,493,8,4870.47
2021-01-30,PART_024,Filter,SupplierA,Europe,13,111,7,3053.31
2021-01-30,PART_025,Sensor,SupplierA,Latin America,107,5092,21,2903.29
2021-01-30,PART_026,Sensor,SupplierD,Latin America,62,3268,27,1730.56
2021-01-30,PART_027,Controller,SupplierD,Asia Pacific,24,212,3,2764.89
2021-01-30,PART_028,Controller,SupplierA,North America,51,366,8,1279.98
2021-01-30,PART_029,Pump,SupplierA,North America,59,257,7,491.5
2021-01-30,PART_030,Sensor,SupplierA,Latin America,49,2650,13,1343.48
2021-01-30,PART_031,Filter,SupplierA,Latin America,77,3970,28,2962.36
2021-01-30,PART_032,Controller,SupplierD,Europe,15,853,17,1991.82
2021-01-30,PART_033,Filter,SupplierD,Latin America,29,196,7,1310.88
2021-01-30,PART_034,Pump,SupplierB,Europe,72,437,8,144.84
2021-01-30,PART_035,Sensor,SupplierD,Europe,32,1361,22,1014.05
2021-01-30,PART_036,Filter,SupplierB,Asia Pacific,79,4552,20,1444.31
2021-01-30,PART_037,Valve,SupplierD,Latin America,17,131,3,1786.75
2021-01-30,PART_038,Filter,SupplierC,North America,47,322,7,1837.56
2021-01-30,PART_039,Filter,SupplierC,Asia Pacific,6,352,28,4459.61
2021-01-30,PART_040,Controller,SupplierC,Europe,58,176,29,2789.67
2021-01-30,PART_041,Sensor,SupplierA,Latin America,81,4084,24,252.23
2021-01-30,PART_042,Pump,SupplierD,Asia Pacific,41,175,7,267.17
2021-01-30,PART_043,Filter,SupplierC,Asia Pacific,74,3669,28,2306.17
2021-01-30,PART_044,Filter,SupplierC,Europe,99,550,3,897.11
2021-01-30,PART_045,Sensor,SupplierA,Asia Pacific,102,4538,20,2900.94
2021-01-30,PART_046,Filter,SupplierB,Europe,53,3064,26,4206.65
2021-01-30,PART_047,Valve,SupplierD,Asia Pacific,87,4951,23,2598.57
2021-01-30,PART_048,Filter,SupplierD,Latin America,85,488,8,1946.61
2021-01-30,PART_049,Filter,SupplierA,North America,78,4655,28,3090.11
2021-01-30,PART_050,Pump,SupplierD,North America,43,125,5,2367.9
2021-01-30,PART_051,Filter,SupplierB,Europe,70,297,29,1342.35
2021-01-30,PART_052,Pump,SupplierB,North America,53,3449,14,2612.74
2021-01-30,PART_053,Filter,SupplierA,North America,7,467,13,3496.22
2021-01-30,PART_054,Controller,SupplierD,Europe,71,355,3,3199.91
2021-01-30,PART_055,Valve,SupplierD,Latin America,76,372,4,755.19
2021-01-30,PART_056,Pump,SupplierD,Europe,57,2926,15,3158.26
2021-01-30,PART_057,Controller,SupplierA,Europe,48,2854,9,4927.38
2021-01-30,PART_058,Sensor,SupplierB,Latin America,48,2442,25,4306.19
2021-01-30,PART_059,Valve,SupplierD,North America,61,3795,14,2723.37
2021-01-30,PART_060,Valve,SupplierB,North America,72,494,9,2718.88
2021-01-30,PART_061,Sensor,SupplierC,Europe,82,4753,15,2145.89
2021-01-30,PART_062,Controller,SupplierD,Latin America,86,4095,26,1709.97
2021-01-30,PART_063,Controller,SupplierC,Asia Pacific,54,3053,17,1973.26
2021-01-30,PART_064,Valve,SupplierC,Latin America,19,149,7,831.75
2021-01-30,PART_065,Filter,SupplierC,Europe,80,4660,16,4418.13
2021-01-30,PART_066,Filter,SupplierD,Europe,79,4330,17,2264.58
2021-01-30,PART_067,Valve,SupplierA,Asia Pacific,73,723,13,1244.84
2021-01-30,PART_068,Pump,SupplierC,Asia Pacific,100,771,3,3835.24
2021-01-30,PART_069,Sensor,SupplierB,Latin America,58,644,6,4672.1
2021-01-30,PART_070,Filter,SupplierD,North America,30,1937,24,3310.9
2021-01-30,PART_071,Sensor,SupplierB,North America,15,148,8,4597.9
2021-01-30,PART_072,Sensor,SupplierB,North America,27,1497,15,4899.51
2021-01-30,PART_073,Valve,SupplierB,Asia Pacific,54,4182,26,2497.97
2021-01-30,PART_074,Controller,SupplierB,Europe,38,277,6,1390.46
2021-01-30,PART_075,Valve,SupplierB,Latin America,17,1307,28,102.33
2021-01-30,PART_076,Filter,SupplierA,Europe,9,657,17,2464.26
2021-01-30,PART_077,Filter,SupplierA,Latin America,52,4345,20,2719.53
2021-01-30,PART_078,Filter,SupplierA,North America,75,5457,25,4429.22
2021-01-30,PART_079,Sensor,SupplierD,Asia Pacific,26,2211,13,4013.83
2021-01-30,PART_080,Filter,SupplierB,North America,30,416,29,3045.99
2021-01-30,PART_081,Valve,SupplierC,Europe,52,3075,27,4368.0
2021-01-30,PART_082,Controller,SupplierC,North America,48,3168,27,2573.83
2021-01-30,PART_083,Sensor,SupplierB,Europe,9,99,11,1237.66
2021-01-30,PART_084,Filter,SupplierD,Europe,34,370,6,2471.02
2021-01-30,PART_085,Valve,SupplierA,Asia Pacific,47,3596,23,4683.04
2021-01-30,PART_086,Filter,SupplierD,Latin America,34,536,5,1546.36
2021-01-30,PART_087,Filter,SupplierD,Europe,49,3643,17,93.09
2021-01-30,PART_088,Valve,SupplierC,Latin America,46,3409,21,1464.6
2021-01-30,PART_089,Sensor,SupplierC,Asia Pacific,69,5336,21,4392.22
2021-01-30,PART_090,Controller,SupplierD,Asia Pacific,68,1081,5,3123.72
2021-01-30,PART_091,Controller,SupplierD,Europe,46,3807,20,4769.25
2021-01-30,PART_092,Filter,SupplierB,Latin America,18,280,8,3425.97
2021-01-30,PART_093,Controller,SupplierB,Asia Pacific,7,166,3,1107.08
2021-01-30,PART_094,Pump,SupplierD,Asia Pacific,41,3590,28,1824.7
2021-01-30,PART_095,Pump,SupplierD,Latin America,8,147,7,3926.79
2021-01-30,PART_096,Sensor,SupplierB,North America,31,1061,12,2789.07
2021-01-30,PART_097,Valve,SupplierC,North America,22,367,4,350.75
2021-01-30,PART_098,Filter,SupplierB,Latin America,24,2768,28,871.73
2021-01-30,PART_099,Sensor,SupplierA,Asia Pacific,65,1188,7,2948.13
2021-01-30,PART_100,Controller,SupplierA,North America,12,372,6,113.89
2021-01-30,PART_101,Pump,SupplierD,North America,10,734,27,4823.29
2021-01-30,PART_102,Sensor,SupplierD,North America,51,520,4,97.29
2021-01-30,PART_103,Pump,SupplierB,Europe,44,896,8,1380.1
2021-01-30,PART_104,Filter,SupplierC,Latin America,6,193,29,1760.32
2021-01-30,PART_105,Controller,SupplierA,Asia Pacific,62,5906,19,2555.64
2021-01-30,PART_106,Filter,SupplierA,Europe,24,450,12,4837.69
2021-01-30,PART_107,Filter,SupplierA,North America,35,952,10,4374.65
2021-01-30,PART_108,Controller,SupplierD,North America,12,322,11,4071.44
2021-01-30,PART_109,Filter,SupplierD,Asia Pacific,2,110,29,1180.13
2021-01-30,PART_110,Filter,SupplierD,North America,68,1400,10,1674.5
2021-01-30,PART_111,Pump,SupplierD,Latin America,69,1414,5,4405.9
2021-01-30,PART_112,Controller,SupplierA,Europe,37,855,14,1146.94
2021-01-30,PART_113,Valve,SupplierB,Latin America,38,997,3,2206.41
2021-01-30,PART_114,Controller,SupplierB,Europe,27,806,9,2768.39
2021-01-30,PART_115,Valve,SupplierB,Latin America,52,6283,21,731.54
2021-01-30,PART_116,Filter,SupplierD,Latin America,9,1481,22,4443.79
2021-01-30,PART_117,Controller,SupplierC,Europe,22,851,4,2808.23
2021-01-30,PART_118,Filter,SupplierC,Latin America,41,4534,21,854.14
2021-01-30,PART_119,Pump,SupplierD,Asia Pacific,52,1067,6,3391.42
2021-01-30,PART_120,Sensor,SupplierA,Europe,45,5623,24,73.87
2021-01-30,PART_121,Valve,SupplierC,Asia Pacific,9,348,11,1020.17
2021-01-30,PART_122,Valve,SupplierA,Europe,39,980,3,2366.71
2021-01-30,PART_123,Pump,SupplierA,Latin America,28,4105,27,1310.12
2021-01-30,PART_124,Valve,SupplierA,North America,35,1382,13,3895.23
2021-01-30,PART_125,Filter,SupplierA,Asia Pacific,55,1318,11,607.84
2021-01-30,PART_126,Valve,SupplierC,Europe,11,350,5,4524.2
2021-01-30,PART_127,Filter,SupplierA,Europe,44,1428,5,2249.69
2021-01-30,PART_128,Filter,SupplierA,Asia Pacific,50,1475,17,2891.4
2021-01-30,PART_129,Sensor,SupplierB,Europe,28,1012,18,214.14
2021-01-30,PART_130,Valve,SupplierB,Latin America,22,965,17,2473.87
2021-01-30,PART_131,Pump,SupplierC,Asia Pacific,14,463,15,725.61
2021-01-30,PART_132,Pump,SupplierC,Europe,10,3437,21,1580.52
2021-01-30,PART_133,Valve,SupplierA,Europe,68,6635,22,2305.83
2021-01-30,PART_134,Controller,SupplierA,Europe,7,233,13,2570.93
2021-01-30,PART_135,Filter,SupplierC,Europe,42,4111,28,1346.77
2021-01-30,PART_136,Pump,SupplierB,Asia Pacific,40,1933,7,4087.84
2021-01-30,PART_137,Filter,SupplierD,Europe,32,4036,26,2999.3
2021-01-30,PART_138,Sensor,SupplierB,Asia Pacific,37,1302,11,1037.31
2021-01-30,PART_139,Filter,SupplierA,Asia Pacific,10,392,12,2869.06
2021-01-30,PART_140,Pump,SupplierC,North America,43,1289,10,231.25
2021-01-30,PART_141,Valve,SupplierA,Asia Pacific,33,1387,5,3616.82
2021-01-30,PART_142,Valve,SupplierC,North America,4,434,23,3408.21
2021-01-30,PART_143,Valve,SupplierB,Latin America,48,1767,3,4864.11
2021-01-30,PART_144,Filter,SupplierB,Asia Pacific,50,1532,15,3553.16
2021-01-30,PART_145,Pump,SupplierB,North America,22,842,6,2966.92
2021-01-30,PART_146,Sensor,SupplierD,North America,55,1476,12,591.5
2021-01-30,PART_147,Valve,SupplierA,Europe,12,1475,27,2655.08
2021-01-30,PART_148,Pump,SupplierA,Europe,17,474,5,3140.05
2021-01-30,PART_149,Filter,SupplierD,Europe,46,1830,7,2824.46
2021-01-30,PART_150,Valve,SupplierA,North America,68,1850,12,4187.43
2021-01-30,PART_151,Controller,SupplierB,Latin America,39,1008,13,3325.99
2021-01-30,PART_152,Sensor,SupplierB,Latin America,29,998,29,4463.11
2021-01-30,PART_153,Filter,SupplierD,Latin America,3,430,24,4599.3
2021-01-30,PART_154,Pump,SupplierD,North America,21,630,15,2358.42
2021-01-30,PART_155,Controller,SupplierC,Europe,77,1927,6,4710.12
2021-01-30,PART_156,Filter,SupplierB,Asia Pacific,20,491,8,4735.92
2021-01-30,PART_157,Pump,SupplierC,Europe,57,1906,19,876.44
2021-01-30,PART_158,Controller,SupplierC,North America,63,1821,7,1763.12
2021-01-30,PART_159,Sensor,SupplierB,North America,28,3514,27,4457.77
2021-01-30,PART_160,Pump,SupplierB,Latin America,40,1222,5,3701.17
2021-01-30,PART_161,Valve,SupplierA,Asia Pacific,62,1747,4,3421.44
2021-01-30,PART_162,Controller,SupplierD,Asia Pacific,50,4353,27,2932.15
2021-01-30,PART_163,Controller,SupplierB,North America,3,424,28,4711.12
2021-01-30,PART_164,Valve,SupplierC,Latin America,41,1121,4,2658.04
2021-01-30,PART_165,Filter,SupplierA,Europe,15,457,14,2370.99
2021-01-30,PART_166,Pump,SupplierB,Europe,18,489,5,3587.87
2021-01-30,PART_167,Controller,SupplierC,North America,66,5474,20,4466.74
2021-01-30,PART_168,Filter,SupplierA,North America,9,269,8,4345.76
2021-01-30,PART_169,Filter,SupplierB,Asia Pacific,20,514,29,3947.66
2021-01-30,PART_170,Sensor,SupplierC,Europe,30,1175,19,2059.33
2021-01-30,PART_171,Controller,SupplierC,Latin America,32,904,11,855.67
2021-01-30,PART_172,Pump,SupplierA,Europe,14,329,7,2932.35
2021-01-30,PART_173,Valve,SupplierA,Europe,35,863,15,3351.37
2021-01-30,PART_174,Controller,SupplierB,Latin America,71,5979,28,2138.47
2021-01-30,PART_175,Valve,SupplierD,North America,75,1488,8,2710.09
2021-01-30,PART_176,Filter,SupplierC,Asia Pacific,16,373,4,4654.54
2021-01-30,PART_177,Filter,SupplierB,Latin America,26,577,14,622.18
2021-01-30,PART_178,Controller,SupplierC,Europe,52,4547,28,767.32
2021-01-30,PART_179,Valve,SupplierA,Asia Pacific,69,5496,19,1616.45
2021-01-30,PART_180,Sensor,SupplierC,Europe,50,4388,19,4768.45
2021-01-30,PART_181,Pump,SupplierC,Europe,14,239,6,4497.09
2021-01-30,PART_182,Filter,SupplierB,North America,19,454,11,2945.64
2021-01-30,PART_183,Filter,SupplierC,Latin America,56,991,11,2203.43
2021-01-30,PART_184,Pump,SupplierC,North America,55,5079,25,3421.63
2021-01-30,PART_185,Valve,SupplierB,Asia Pacific,9,159,14,2143.67
2021-01-30,PART_186,Pump,SupplierA,Asia Pacific,21,342,8,2449.14
2021-01-30,PART_187,Filter,SupplierC,Latin America,56,3949,24,1383.11
2021-01-30,PART_188,Controller,SupplierB,Asia Pacific,18,1316,23,2286.68
2021-01-30,PART_189,Sensor,SupplierD,North America,12,1024,22,1165.51
2021-01-30,PART_190,Pump,SupplierD,Asia Pacific,44,908,17,981.6
2021-01-30,PART_191,Sensor,SupplierA,Asia Pacific,32,478,7,2834.46
2021-01-30,PART_192,Controller,SupplierA,Latin America,76,1161,9,2719.67
2021-01-30,PART_193,Valve,SupplierB,Europe,65,4737,19,809.74
2021-01-30,PART_194,Sensor,SupplierA,North America,86,4755,17,2898.47
2021-01-30,PART_195,Controller,SupplierB,Europe,74,1160,9,1766.05
2021-01-30,PART_196,Valve,SupplierD,Europe,54,4028,24,1446.44
2021-01-30,PART_197,Filter,SupplierB,Latin America,118,1247,7,3541.13
2021-01-30,PART_198,Controller,SupplierD,Europe,69,900,6,3230.44
2021-01-30,PART_199,Controller,SupplierC,Latin America,56,3335,22,1999.61
2021-01-30,PART_200,Filter,SupplierB,North America,17,1407,20,3533.19
2021-01-31,PART_001,Controller,SupplierA,Asia Pacific,73,5530,23,822.29
2021-01-31,PART_002,Filter,SupplierC,Latin America,61,4579,21,3545.66
2021-01-31,PART_003,Sensor,SupplierC,Latin America,18,1315,24,4498.41
2021-01-31,PART_004,Controller,SupplierA,Europe,33,343,4,144.26
2021-01-31,PART_005,Filter,SupplierD,North America,48,3057,25,3352.73
2021-01-31,PART_006,Valve,SupplierA,Europe,64,4103,29,2055.65
2021-01-31,PART_007,Sensor,SupplierB,Latin America,84,769,12,2207.34
